user_id;day;item_type;rank;song_name;artist_name;popularity;                  feedback
user_study_participant_1;3;Listened;5;anything you can spare;george strait;87;
user_study_participant_1;3;Listened;6;alwayz into somethin';n.w.a.;30;
user_study_participant_1;3;Listened;7;ghetto music;boogie down productions;86;
user_study_participant_1;3;Listened;8;(back to the) heartbreak kid;restless heart;99;
user_study_participant_1;3;Listened;9;philly;spyro gyra;78;
user_study_participant_1;3;Listened;10;armistice day;paul simon;61;
user_study_participant_1;3;Recommended;1;horses (with pnb rock, kodak black & a boogie wit da hoodie);pnb rock;0;0,0
user_study_participant_1;3;Recommended;2;lucky man;mark chesnutt;2;0,0
user_study_participant_1;3;Recommended;3;astronaut's nightmare;nektar;0;0,0
user_study_participant_1;3;Recommended;4;nothing matters but you;the everly brothers;1;0,0
user_study_participant_1;3;Recommended;5;i don't want to be a hero;johnny hates jazz;2;0,0
user_study_participant_1;3;Recommended;6;love hurts (feat. travis scott);playboi carti;5;0,0
user_study_participant_1;3;Recommended;7;in your room;depeche mode;0;0,0
user_study_participant_1;3;Recommended;8;three times a lady;kenny rogers;0;0,0
user_study_participant_1;3;Recommended;9;walk away renée;jimmy lafave;0;0,0
user_study_participant_1;3;Recommended;10;one hundred sleepless nights;pierce the veil;7;0,0
user_study_participant_2;3;Listened;1;longing for;jah cure;66;
user_study_participant_2;3;Listened;2;black out days;phantogram;65;
user_study_participant_2;3;Listened;3;joy and pain;count basic;86;
user_study_participant_2;3;Listened;4;you're gonna need somebody on your bond;donovan;44;
user_study_participant_2;3;Listened;5;waterfall;shakatak;20;
user_study_participant_2;3;Listened;6;tonight;iggy pop;90;
user_study_participant_2;3;Listened;7;you and i;glenn miller;71;
user_study_participant_2;3;Listened;8;wasted years;iron maiden;52;
user_study_participant_2;3;Listened;9;change of ideas;bad religion;69;
user_study_participant_2;3;Listened;10;the last in line;dio;99;
user_study_participant_2;3;Recommended;1;lies;the rolling stones;0;0,0
user_study_participant_2;3;Recommended;2;but not like you;the platters;0;0,0
user_study_participant_2;3;Recommended;3;use your heart;swv;0;0,0
user_study_participant_2;3;Recommended;4;replica;fear factory;0;0,0
user_study_participant_2;3;Recommended;5;damaged goods;gang of four;0;0,0
user_study_participant_2;3;Recommended;6;shangri-la;the lettermen;0;0,0
user_study_participant_2;3;Recommended;7;riser;dierks bentley;0;0,0
user_study_participant_2;3;Recommended;8;forever again;gene watson;0;0,0
user_study_participant_2;3;Recommended;9;the walls of a prison;johnny cash;24;1,0
user_study_participant_2;3;Recommended;10;one world (not three);pato banton;0;1,0
user_study_participant_3;3;Listened;1;lovegame;lady gaga;65;
user_study_participant_3;3;Listened;2;i be u be;high valley;93;
user_study_participant_3;3;Listened;3;just you and me;the birthday party;49;
user_study_participant_3;3;Listened;4;play something sweet;levon helm;62;
user_study_participant_3;3;Listened;5;foolin' around;waylon jennings;67;
user_study_participant_3;3;Listened;6;the stomp;ten years after;57;
user_study_participant_3;3;Listened;7;she is love;parachute;90;
user_study_participant_3;3;Listened;8;the great pretender;sam cooke;76;
user_study_participant_3;3;Listened;9;he's a tramp;peggy lee;63;
user_study_participant_3;3;Listened;10;this time around;cross canadian ragweed;99;
user_study_participant_3;3;Recommended;1;i'm wearing black;granger smith;3;0,0
user_study_participant_3;3;Recommended;2;bodily corrupted;gorguts;0;0,0
user_study_participant_3;3;Recommended;3;and you and i;yes;2;0,0
user_study_participant_3;3;Recommended;4;hyper-ballad;björk;0;0,0
user_study_participant_3;3;Recommended;5;chance;kenny kirkland;0;0,0
user_study_participant_3;3;Recommended;6;7 months, 39 days;hank williams iii;0;0,0
user_study_participant_3;3;Recommended;7;night train;the kills;0;0,0
user_study_participant_3;3;Recommended;8;sunrise;our last night;26;0,0
user_study_participant_3;3;Recommended;9;it's not my cross to bear;the gregg allman band;0;0,0
user_study_participant_3;3;Recommended;10;ring them bells;bob dylan;0;0,0
user_study_participant_4;3;Listened;1;can't get away from a good time;logan mize;60;
user_study_participant_4;3;Listened;2;king crown of judah (feat. shyne and ravid kahalani);matisyahu;85;
user_study_participant_4;3;Listened;3;mr. limousine driver;grand funk railroad;58;
user_study_participant_4;3;Listened;4;all night till day light;jacob miller;100;
user_study_participant_4;3;Listened;5;puppet on a string;elvis presley;91;
user_study_participant_4;3;Listened;6;i'm always on a mountain when i fall;merle haggard;64;
user_study_participant_4;3;Listened;7;the end of heartache;killswitch engage;37;
user_study_participant_4;3;Listened;8;fun, fun, fun (stereo);the beach boys;79;
user_study_participant_4;3;Listened;9;does my ring burn your finger;lee ann womack;68;
user_study_participant_4;3;Listened;10;on my word of honor;the platters;75;
user_study_participant_4;3;Recommended;1;just for you;aretha franklin;0;0,0
user_study_participant_4;3;Recommended;2;i'm coming home;elvis presley;0;1,0
user_study_participant_4;3;Recommended;3;sparks of the tempest;kansas;0;0,0
user_study_participant_4;3;Recommended;4;you could be mine;guns n' roses;2;0,0
user_study_participant_4;3;Recommended;5;night time is the right time;the sonics;0;0,0
user_study_participant_4;3;Recommended;6;ride;twenty one pilots;0;0,0
user_study_participant_4;3;Recommended;7;just my luck;tia ray;0;0,0
user_study_participant_4;3;Recommended;8;please be patient with me;wilco;0;0,0
user_study_participant_4;3;Recommended;9;money make friend;yellowman;0;0,0
user_study_participant_4;3;Recommended;10;ain't no more cane;bob dylan;0;0,0
user_study_participant_5;3;Listened;1;long may you run;the stills-young band;69;
user_study_participant_5;3;Listened;2;bal shem tov;matisyahu;49;
user_study_participant_5;3;Listened;3;then he kissed me;the crystals;81;
user_study_participant_5;3;Listened;4;keeper of my heart;bob wills;24;
user_study_participant_5;3;Listened;5;after the lights go out;ricky van shelton;83;
user_study_participant_5;3;Listened;6;there goes my gun;pixies;74;
user_study_participant_5;3;Listened;7;let's call it a day;stonewall jackson;40;
user_study_participant_5;3;Listened;8;new beginning;radio moscow;93;
user_study_participant_5;3;Listened;9;just a little bit better;herman's hermits;63;
user_study_participant_5;3;Listened;10;in the dark;reignwolf;61;
user_study_participant_5;3;Recommended;1;love potion #9;gary lewis & the playboys;0;0,0
user_study_participant_5;3;Recommended;2;i ain't no nice guy;motörhead;2;1,0
user_study_participant_5;3;Recommended;3;somebody's gonna love you;lee greenwood;4;0,0
user_study_participant_5;3;Recommended;4;in the army now 2010;status quo;8;1,0
user_study_participant_5;3;Recommended;5;three and nine;roxy music;0;0,0
user_study_participant_5;3;Recommended;6;i just want to love you forever;johnny lee;5;0,0
user_study_participant_5;3;Recommended;7;crossover;epmd;0;0,0
user_study_participant_5;3;Recommended;8;panic prone;chevelle;0;0,0
user_study_participant_5;3;Recommended;9;i walk the line;johnny cash;0;0,0
user_study_participant_5;3;Recommended;10;she makes me feel so good;lyle lovett;0;0,0
user_study_participant_6;3;Listened;1;you've really got a hold on me;mickey gilley;100;
user_study_participant_6;3;Listened;2;gang;swans;62;
user_study_participant_6;3;Listened;3;we must believe in magic;crystal gayle;65;
user_study_participant_6;3;Listened;4;how do you feel?;hank thompson;46;
user_study_participant_6;3;Listened;5;if you pray right (heaven belongs to you);nina simone;51;
user_study_participant_6;3;Listened;6;a guide for i & i;thievery corporation;77;
user_study_participant_6;3;Listened;7;driftin' way of life;jerry jeff walker;65;
user_study_participant_6;3;Listened;8;play on;luciano;57;
user_study_participant_6;3;Listened;9;i go crazy;will downing;87;
user_study_participant_6;3;Listened;10;private world;new york dolls;98;
user_study_participant_6;3;Recommended;1;but not like you;the platters;0;0,0
user_study_participant_6;3;Recommended;2;that's him over there;nina simone;0;0,0
user_study_participant_6;3;Recommended;3;spanish harlem;aretha franklin;2;0,0
user_study_participant_6;3;Recommended;4;a place only you can go;needtobreathe;2;0,0
user_study_participant_6;3;Recommended;5;yikes;kanye west;3;1,0
user_study_participant_6;3;Recommended;6;no true love;the dixie cups;3;0,0
user_study_participant_6;3;Recommended;7;shanty town (007);musical youth;0;0,0
user_study_participant_6;3;Recommended;8;in the kingdom #19;sonic youth;1;0,0
user_study_participant_6;3;Recommended;9;my heart belongs to daddy;julie london;0;0,0
user_study_participant_6;3;Recommended;10;oh! sweet nuthin';the velvet underground;3;0,0
user_study_participant_7;3;Listened;1;mad about you;sting;99;
user_study_participant_7;3;Listened;2;hometown glory;adele;58;
user_study_participant_7;3;Listened;3;disseshowedo;souls of mischief;98;
user_study_participant_7;3;Listened;4;at last;lou rawls;76;
user_study_participant_7;3;Listened;5;get behind me;scott walker;80;
user_study_participant_7;3;Listened;6;gin and juice (feat. dat nigga daz);snoop dogg;97;
user_study_participant_7;3;Listened;7;don't forget;the platters;94;
user_study_participant_7;3;Listened;8;take a lick;akinyele;84;
user_study_participant_7;3;Listened;9;are you in?;incubus;34;
user_study_participant_7;3;Listened;10;east point;rambutan jam band;67;
user_study_participant_7;3;Recommended;1;please come back home;carl smith;0;0,0
user_study_participant_7;3;Recommended;2;cold brains;beck;1;0,0
user_study_participant_7;3;Recommended;3;back in your head;tegan and sara;2;0,0
user_study_participant_7;3;Recommended;4;fade out;rival sons;0;0,0
user_study_participant_7;3;Recommended;5;damaged goods;gang of four;0;0,0
user_study_participant_7;3;Recommended;6;lost inside your love;badfinger;1;0,0
user_study_participant_7;3;Recommended;7;stella by starlight;joe pass;1;0,0
user_study_participant_7;3;Recommended;8;seminole wind;john anderson;1;0,0
user_study_participant_7;3;Recommended;9;art for art's sake;10cc;0;0,0
user_study_participant_7;3;Recommended;10;crying;don mclean;1;1,0
user_study_participant_8;3;Listened;1;house of love;steel pulse;25;
user_study_participant_8;3;Listened;2;entombed;deftones;62;
user_study_participant_8;3;Listened;3;wait;the beatles;61;
user_study_participant_8;3;Listened;4;the pressure;a tribe called quest;56;
user_study_participant_8;3;Listened;5;megatron;nicki minaj;86;
user_study_participant_8;3;Listened;6;rack 'em up;jonny lang;44;
user_study_participant_8;3;Listened;7;all of me;esquivel!;76;
user_study_participant_8;3;Listened;8;lazy day;us3;51;
user_study_participant_8;3;Listened;9;sheep in wolves clothes;little hurricane;81;
user_study_participant_8;3;Listened;10;little queenie;chuck berry;91;
user_study_participant_8;3;Recommended;1;romantic rights;death from above 1979;1;0,0
user_study_participant_8;3;Recommended;2;that's him over there;nina simone;0;0,0
user_study_participant_8;3;Recommended;3;i'm gonna be warm this winter;connie francis;2;0,0
user_study_participant_8;3;Recommended;4;corner bar;uncle kracker;1;0,0
user_study_participant_8;3;Recommended;5;it’s all over but the shouting;jd mcpherson;0;0,0
user_study_participant_8;3;Recommended;6;got you on my mind;jean shepard;0;0,0
user_study_participant_8;3;Recommended;7;hash pipe;weezer;5;0,0
user_study_participant_8;3;Recommended;8;blue to the bone;sweethearts of the rodeo;0;0,0
user_study_participant_8;3;Recommended;9;break my body;pixies;0;0,0
user_study_participant_8;3;Recommended;10;a fool such as i;slim whitman;0;0,0
user_study_participant_9;3;Listened;1;bad habit;the offspring;43;
user_study_participant_9;3;Listened;2;alone, together;the strokes;83;
user_study_participant_9;3;Listened;3;be one;phyllis hyman;94;
user_study_participant_9;3;Listened;4;she made a memory out of me;aaron tippin;99;
user_study_participant_9;3;Listened;5;don't run;wailing souls;100;
user_study_participant_9;3;Listened;6;novocain stain;modest mouse;81;
user_study_participant_9;3;Listened;7;make it with you;aretha franklin;99;
user_study_participant_9;3;Listened;8;the man whose head expanded;the fall;49;
user_study_participant_9;3;Listened;9;400 degreez;juvenile;31;
user_study_participant_9;3;Listened;10;it's not the night;the cars;89;
user_study_participant_9;3;Recommended;1;drowning on dry land/fish soup;manfred mann's earth band;0;0,0
user_study_participant_9;3;Recommended;2;behind the mask;yellow magic orchestra;16;0,0
user_study_participant_9;3;Recommended;3;over my head (better off dead);sum 41;0;1,0
user_study_participant_9;3;Recommended;4;it's a tuff life;pat benatar;0;1,0
user_study_participant_9;3;Recommended;5;thanks a lot;hank williams, jr.;0;0,0
user_study_participant_9;3;Recommended;6;alone again (naturally);gilbert o'sullivan;10;0,0
user_study_participant_9;3;Recommended;7;poor traits of the artist;ron gallo;0;0,0
user_study_participant_9;3;Recommended;8;if i cross your mind;dolly parton;0;0,0
user_study_participant_9;3;Recommended;9;further on up the road;eric clapton;46;1,0
user_study_participant_9;3;Recommended;10;in my life;crosby, stills & nash;0;0,0
user_study_participant_10;3;Listened;1;somebody to love;justin bieber;38;
user_study_participant_10;3;Listened;2;stand!;sly & the family stone;60;
user_study_participant_10;3;Listened;3;broken hearted me;england dan;79;
user_study_participant_10;3;Listened;4;thistle & weeds;mumford & sons;54;
user_study_participant_10;3;Listened;5;it's so easy falling;manfred mann;73;
user_study_participant_10;3;Listened;6;winter wonderland;tony bennett;62;
user_study_participant_10;3;Listened;7;dreams of the everyday housewife;gary puckett & the union gap;91;
user_study_participant_10;3;Listened;8;walking in the rain;the partridge family;62;
user_study_participant_10;3;Listened;9;jack palance;van dyke parks;80;
user_study_participant_10;3;Listened;10;one song;dave brubeck;99;
user_study_participant_10;3;Recommended;1;teenage lament '74;alice cooper;0;1,0
user_study_participant_10;3;Recommended;2;master of puppets;metallica;3;0,0
user_study_participant_10;3;Recommended;3;another's lifetime;steppenwolf;0;0,0
user_study_participant_10;3;Recommended;4;fair but so uncool;earth, wind & fire;0;0,0
user_study_participant_10;3;Recommended;5;riding the waves;dee dee sharp;1;0,0
user_study_participant_10;3;Recommended;6;behind that locked door;george harrison;0;1,0
user_study_participant_10;3;Recommended;7;kneel at the cross;the louvin brothers;1;0,0
user_study_participant_10;3;Recommended;8;ring them bells;bob dylan;0;0,0
user_study_participant_10;3;Recommended;9;just for you;aretha franklin;0;0,0
user_study_participant_10;3;Recommended;10;childish love;the louvin brothers;0;0,0
user_study_participant_1;4;Listened;1;like flies on sherbert;alex chilton;51;
user_study_participant_1;4;Listened;2;funky fever;clarence carter;78;
user_study_participant_1;4;Listened;3;my summer love;the tymes;45;
user_study_participant_1;4;Listened;4;brand new funk 2k7 feat. peedi crakk;dj jazzy jeff;82;
user_study_participant_1;4;Listened;5;we've had enough!;macka b;71;
user_study_participant_1;4;Listened;6;make someone happy;chris botti;53;
user_study_participant_1;4;Listened;7;lasso;phoenix;68;
user_study_participant_1;4;Listened;8;low down blues;bunk johnson;93;
user_study_participant_1;4;Listened;9;snowflake;bumpin uglies;53;
user_study_participant_1;4;Listened;10;bad liar;selena gomez;88;
user_study_participant_1;4;Recommended;1;unleashed;killswitch engage;0;0,0
user_study_participant_1;4;Recommended;2;happiness in slavery;nine inch nails;0;0,0
user_study_participant_1;4;Recommended;3;action;terror fabulous;0;0,0
user_study_participant_1;4;Recommended;4;south bound saurez;led zeppelin;0;0,0
user_study_participant_1;4;Recommended;5;jingle bell rock;chet atkins;2;1,0
user_study_participant_1;4;Recommended;6;the surrey with the fringe on top;doris day;2;0,0
user_study_participant_1;4;Recommended;7;horses (with pnb rock, kodak black & a boogie wit da hoodie);pnb rock;0;0,0
user_study_participant_1;4;Recommended;8;love is here to stay;tony bennett;0;0,0
user_study_participant_1;4;Recommended;9;ding-dong! the witch is dead;ella fitzgerald;13;0,0
user_study_participant_1;4;Recommended;10;columbus stockade;no blues;1;0,0
user_study_participant_2;4;Listened;1;california;big & rich;71;
user_study_participant_2;4;Listened;2;second choice;stonewall jackson;68;
user_study_participant_2;4;Listened;3;oh, candy;cheap trick;83;
user_study_participant_2;4;Listened;4;i'm in a blue, blue mood;conway twitty;51;
user_study_participant_2;4;Listened;5;my happiness;prince buster;49;
user_study_participant_2;4;Listened;6;gimmie got shot;yg;68;
user_study_participant_2;4;Listened;7;caroling, caroling;nat king cole;77;
user_study_participant_2;4;Listened;8;little queenie;chuck berry;91;
user_study_participant_2;4;Listened;9;leaving this town;the beach boys;65;
user_study_participant_2;4;Listened;10;bouncing off the walls;sugarcult;85;
user_study_participant_2;4;Recommended;1;in my life;crosby, stills & nash;0;0,0
user_study_participant_2;4;Recommended;2;madman's honey;wire;0;0,0
user_study_participant_2;4;Recommended;3;caroline, no;the beach boys;0;0,0
user_study_participant_2;4;Recommended;4;one more drinkin' song;jerrod niemann;0;0,0
user_study_participant_2;4;Recommended;5;just for you;aretha franklin;0;0,0
user_study_participant_2;4;Recommended;6;wreck;gentle giant;0;0,0
user_study_participant_2;4;Recommended;7;song about the moon;paul simon;1;1,0
user_study_participant_2;4;Recommended;8;idaho;benny goodman;0;0,0
user_study_participant_2;4;Recommended;9;the judge's daughter;green day;0;0,0
user_study_participant_2;4;Recommended;10;falling in love again;linda ronstadt;31;0,0
user_study_participant_3;4;Listened;1;the space between;roxy music;51;
user_study_participant_3;4;Listened;2;i wonder where we'd be tonight;vern gosdin;76;
user_study_participant_3;4;Listened;3;the big payback;epmd;37;
user_study_participant_3;4;Listened;4;don't let it end;styx;97;
user_study_participant_3;4;Listened;5;everything i do gonna be funky (from now on);lou donaldson;98;
user_study_participant_3;4;Listened;6;beer barrel polka (roll out the barrel);hank thompson;48;
user_study_participant_3;4;Listened;7;for you;john denver;64;
user_study_participant_3;4;Listened;8;taken;one direction;32;
user_study_participant_3;4;Listened;9;won't you take me back;the miracles;45;
user_study_participant_3;4;Listened;10;save yourself;jonny lang;38;
user_study_participant_3;4;Recommended;1;take my breath away;jessica simpson;1;0,0
user_study_participant_3;4;Recommended;2;come and get it;kip moore;10;1,0
user_study_participant_3;4;Recommended;3;escape;alice cooper;0;1,0
user_study_participant_3;4;Recommended;4;screaming in the night;krokus;20;0,0
user_study_participant_3;4;Recommended;5;five hundred miles;peter and gordon;1;0,0
user_study_participant_3;4;Recommended;6;somebody should leave;reba mcentire;0;0,0
user_study_participant_3;4;Recommended;7;run away little tears;connie smith;1;1,0
user_study_participant_3;4;Recommended;8;praying;vern gosdin;4;0,0
user_study_participant_3;4;Recommended;9;blaze it up;bone thugs-n-harmony;2;0,0
user_study_participant_3;4;Recommended;10;solid;eric church;1;0,0
user_study_participant_4;4;Listened;1;boulevard of broken dreams;green day;54;
user_study_participant_4;4;Listened;2;devil's child;judas priest;68;
user_study_participant_4;4;Listened;3;3am;vybz kartel;51;
user_study_participant_4;4;Listened;4;manic depression;jimi hendrix;87;
user_study_participant_4;4;Listened;5;gimme 8 seconds;toby keith;93;
user_study_participant_4;4;Listened;6;manic mechanic;zz top;49;
user_study_participant_4;4;Listened;7;ridin' my thumb to mexico;johnny rodriguez;76;
user_study_participant_4;4;Listened;8;better than me;tucker beathard;67;
user_study_participant_4;4;Listened;9;hip hop's cool again;oddisee;50;
user_study_participant_4;4;Listened;10;life goes on;shirley bassey;64;
user_study_participant_4;4;Recommended;1;it ain't hard to tell;nas;1;0,0
user_study_participant_4;4;Recommended;2;gotta serve somebody (with lacy j. dalton);david allan coe;0;0,0
user_study_participant_4;4;Recommended;3;so into you;nipsey hussle;0;0,0
user_study_participant_4;4;Recommended;4;johnny's got a gun;dead moon;0;0,0
user_study_participant_4;4;Recommended;5;yesterday's songs;neil diamond;1;0,0
user_study_participant_4;4;Recommended;6;replica;fear factory;0;0,0
user_study_participant_4;4;Recommended;7;fever;madonna;0;0,0
user_study_participant_4;4;Recommended;8;i go on;mc lyte;0;0,0
user_study_participant_4;4;Recommended;9;june;rjd2;0;0,0
user_study_participant_4;4;Recommended;10;bullet with butterfly wings;the smashing pumpkins;0;0,0
user_study_participant_5;4;Listened;1;soul kitchen;x;59;
user_study_participant_5;4;Listened;2;human leather shoes for crocodile dandies;caravan palace;34;
user_study_participant_5;4;Listened;3;ketchy shuby;peter tosh;64;
user_study_participant_5;4;Listened;4;where did our love go;the supremes;43;
user_study_participant_5;4;Listened;5;cross my mind;a r i z o n a;72;
user_study_participant_5;4;Listened;6;i couldn't leave you if i tried;rodney crowell;45;
user_study_participant_5;4;Listened;7;split screen sadness;john mayer;39;
user_study_participant_5;4;Listened;8;volare (nel blu dipinto di blu);jerry vale;55;
user_study_participant_5;4;Listened;9;ice ice baby (club crasher mix);vanilla ice;65;
user_study_participant_5;4;Listened;10;jam;three dog night;78;
user_study_participant_5;4;Recommended;1;mock song;phish;5;1,0
user_study_participant_5;4;Recommended;2;just my luck;tia ray;0;0,0
user_study_participant_5;4;Recommended;3;live in the now;goodbye june;3;0,0
user_study_participant_5;4;Recommended;4;come alive;foo fighters;0;0,0
user_study_participant_5;4;Recommended;5;trains & boats & planes;the box tops;0;0,0
user_study_participant_5;4;Recommended;6;please don't leave me;ray price;0;1,0
user_study_participant_5;4;Recommended;7;mommy can i go out and kill tonight;misfits;0;1,0
user_study_participant_5;4;Recommended;8;spirit crusher;death;0;0,0
user_study_participant_5;4;Recommended;9;it's been too long;quicksilver messenger service;1;0,0
user_study_participant_5;4;Recommended;10;you're the one;the black keys;0;0,0
user_study_participant_6;4;Listened;1;shout bamalama;the detroit cobras;85;
user_study_participant_6;4;Listened;2;the red;chevelle;85;
user_study_participant_6;4;Listened;3;death row;mike zito;34;
user_study_participant_6;4;Listened;4;limehouse blues;chet atkins;50;
user_study_participant_6;4;Listened;5;saved;khalid;65;
user_study_participant_6;4;Listened;6;the bare necessities;louis armstrong;100;
user_study_participant_6;4;Listened;7;the frozen man;james taylor;63;
user_study_participant_6;4;Listened;8;trophies;young money;55;
user_study_participant_6;4;Listened;9;hole;royal blood;68;
user_study_participant_6;4;Listened;10;the blacksmith blues;ella mae morse;61;
user_study_participant_6;4;Recommended;1;love, hate, love;alice in chains;5;0,0
user_study_participant_6;4;Recommended;2;hero;enrique iglesias;1;0,0
user_study_participant_6;4;Recommended;3;without you;keith urban;1;0,0
user_study_participant_6;4;Recommended;4;fear inoculum;tool;0;0,0
user_study_participant_6;4;Recommended;5;money;mat kearney;0;0,0
user_study_participant_6;4;Recommended;6;oh gosh;donovan;0;1,0
user_study_participant_6;4;Recommended;7;the day you stop lookin' back;thomas rhett;3;0,0
user_study_participant_6;4;Recommended;8;retaliation suite;thievery corporation;0;0,0
user_study_participant_6;4;Recommended;9;total hate '95;no doubt;0;0,0
user_study_participant_6;4;Recommended;10;(i wouldn't go there) if i were you;cody johnson;1;0,0
user_study_participant_7;4;Listened;1;you know how we do it;ice cube;99;
user_study_participant_7;4;Listened;2;rest of you;six60;59;
user_study_participant_7;4;Listened;3;euro-trash girl;cracker;61;
user_study_participant_7;4;Listened;4;dancin' by myself;ambrosia;60;
user_study_participant_7;4;Listened;5;starbound;j.j. cale;97;
user_study_participant_7;4;Listened;6;too much thinking;keef hartley band;66;
user_study_participant_7;4;Listened;7;i can't stop loving you;madeleine peyroux;78;
user_study_participant_7;4;Listened;8;lonely but only for you;k.t. oslin;26;
user_study_participant_7;4;Listened;9;no respect;buju banton;32;
user_study_participant_7;4;Listened;10;cherry hill park;billy joe royal;88;
user_study_participant_7;4;Recommended;1;mean old world;sam cooke;0;1,0
user_study_participant_7;4;Recommended;2;plastic fantastic lover;jefferson airplane;0;0,0
user_study_participant_7;4;Recommended;3;fight on;peter tosh;2;0,0
user_study_participant_7;4;Recommended;4;god bless saturday;kid rock;2;0,0
user_study_participant_7;4;Recommended;5;anywhere i go;slightly stoopid;9;1,0
user_study_participant_7;4;Recommended;6;still holding out for you;shedaisy;0;0,0
user_study_participant_7;4;Recommended;7;blue jay way;the beatles;3;0,0
user_study_participant_7;4;Recommended;8;back in your head;tegan and sara;2;0,0
user_study_participant_7;4;Recommended;9;winter wonderland;harry connick, jr.;12;1,0
user_study_participant_7;4;Recommended;10;toothpaste kisses;the maccabees;0;0,0
user_study_participant_8;4;Listened;1;a million miles away;the plimsouls;53;
user_study_participant_8;4;Listened;2;the youth;mgmt;65;
user_study_participant_8;4;Listened;3;you spin me right round (like a record);sweet;67;
user_study_participant_8;4;Listened;4;f**k y'all;pastor troy;100;
user_study_participant_8;4;Listened;5;the sadness in a song;stonewall jackson;93;
user_study_participant_8;4;Listened;6;so many ways;juice newton;64;
user_study_participant_8;4;Listened;7;the man;lorne greene;84;
user_study_participant_8;4;Listened;8;you're getting to be a habit with me;doris day;69;
user_study_participant_8;4;Listened;9;l.i.t.;riley richard;66;
user_study_participant_8;4;Listened;10;serious drug;wildcookie;51;
user_study_participant_8;4;Recommended;1;love is here to stay;tony bennett;0;0,0
user_study_participant_8;4;Recommended;2;the judge's daughter;green day;0;0,0
user_study_participant_8;4;Recommended;3;the old crossroads;ricky skaggs;0;0,0
user_study_participant_8;4;Recommended;4;memories of you;carol welsman;2;0,0
user_study_participant_8;4;Recommended;5;emergency on planet earth;jamiroquai;3;0,0
user_study_participant_8;4;Recommended;6;jet son;blockhead;3;0,0
user_study_participant_8;4;Recommended;7;come back to bed;john mayer;0;0,0
user_study_participant_8;4;Recommended;8;brave man's death;j. roddy walston & the business;0;1,0
user_study_participant_8;4;Recommended;9;it's a lovely day today;ella fitzgerald;8;0,0
user_study_participant_8;4;Recommended;10;nothin' for nothin';cinderella;0;0,0
user_study_participant_9;4;Listened;1;rock and roll;led zeppelin;32;
user_study_participant_9;4;Listened;2;i don't want to miss a thing;aerosmith;60;
user_study_participant_9;4;Listened;3;anyway;martina mcbride;67;
user_study_participant_9;4;Listened;4;what a shame;foghat;61;
user_study_participant_9;4;Listened;5;foul play;robert cray;59;
user_study_participant_9;4;Listened;6;happy ending;elvis presley;96;
user_study_participant_9;4;Listened;7;nothing i hold on to (live);will reagan;49;
user_study_participant_9;4;Listened;8;assimilate;skinny puppy;49;
user_study_participant_9;4;Listened;9;plump;hole;85;
user_study_participant_9;4;Listened;10;car radio;twenty one pilots;61;
user_study_participant_9;4;Recommended;1;along comes mary;george benson;0;0,0
user_study_participant_9;4;Recommended;2;higher ground;tammy wynette;0;0,0
user_study_participant_9;4;Recommended;3;blue christmas;johnny mathis;0;0,0
user_study_participant_9;4;Recommended;4;the art of love;michael franks;1;1,0
user_study_participant_9;4;Recommended;5;oh gosh;donovan;0;0,0
user_study_participant_9;4;Recommended;6;it’s all over but the shouting;jd mcpherson;0;0,0
user_study_participant_9;4;Recommended;7;the bed's too big without you;the police;1;0,0
user_study_participant_9;4;Recommended;8;ain't nothing 'bout you;brooks & dunn;3;0,0
user_study_participant_9;4;Recommended;9;watching you without me;kate bush;0;0,0
user_study_participant_9;4;Recommended;10;learn yourself;the beautiful girls;0;0,0
user_study_participant_10;4;Listened;1;blood on your hands;philip sayce;75;
user_study_participant_10;4;Listened;2;cowgirl (feat. j wonn & t baby);big yayo;77;
user_study_participant_10;4;Listened;3;disseshowedo;souls of mischief;98;
user_study_participant_10;4;Listened;4;shutters and boards;dean martin;32;
user_study_participant_10;4;Listened;5;atlanta;stone temple pilots;76;
user_study_participant_10;4;Listened;6;texas heartache;juice newton;90;
user_study_participant_10;4;Listened;7;i can't stop loving you;diane schuur;91;
user_study_participant_10;4;Listened;8;bad boy (feat. jungle rock jr.);"royce da 5'9""";84;
user_study_participant_10;4;Listened;9;gunboats;swell maps;47;
user_study_participant_10;4;Listened;10;when the love light starts shining thru his eyes;dusty springfield;97;
user_study_participant_10;4;Recommended;1;island boy;kenny chesney;0;0,0
user_study_participant_10;4;Recommended;2;last cheater's waltz;t.g. sheppard;0;0,0
user_study_participant_10;4;Recommended;3;jealous;k.t. oslin;0;0,0
user_study_participant_10;4;Recommended;4;wanted dread and alive;peter tosh;11;0,0
user_study_participant_10;4;Recommended;5;sinsemilla;black uhuru;0;0,0
user_study_participant_10;4;Recommended;6;fear inoculum;tool;0;0,0
user_study_participant_10;4;Recommended;7;drive by;eric bellinger;1;0,0
user_study_participant_10;4;Recommended;8;it’s all over but the shouting;jd mcpherson;0;0,0
user_study_participant_10;4;Recommended;9;chanting;junior reid;0;0,0
user_study_participant_10;4;Recommended;10;money in the bank (feat. young buck);lil scrappy;2;0,0
user_study_participant_1;5;Listened;1;let you down;dave matthews band;93;
user_study_participant_1;5;Listened;2;my own way;duran duran;47;
user_study_participant_1;5;Listened;3;coke and white bitches;a$ap mob;85;
user_study_participant_1;5;Listened;4;look good in blue;blondie;64;
user_study_participant_1;5;Listened;5;you and i;glenn miller;71;
